Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Rwanda,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,54.3,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,57.7,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,60.2,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,56.3,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.9,58.4,-3.3441,6.8619
Rwanda,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,58.4,-3.3441,6.8619
Samoa,Oceania,Oceania,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,63.8,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,92.2,32.6,-3.0152,88.3661
Samoa,Oceania,Oceania,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,32.6,-3.0152,88.3661
Sao_Tome_and_Principe,Middle Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,83,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88.1,34.1,0.3365,-16.7272
Sao_Tome_and_Principe,Middle Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,34.1,0.3365,-16.7272
Saudi_Arabia,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,63.5,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,83,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,76.6,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,79.5,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,25.4,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,30.3,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.9,38.9,14.9454,25.9284
Saudi_Arabia,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,38.9,14.9454,25.9284
Senegal,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,24.3,41.9,15.9928,-30.4467
Senegal,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,43.1,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,6.9,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,67.1,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,4.1,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,58,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,79.1,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,79.2,41.9,15.9928,30.4467
Senegal,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,74.8,41.9,15.9928,30.4467
Serbia,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,89.8,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,67.4,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,49.6,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,98,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,75.8,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,64.2,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,76.2,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.1,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,66,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.2,63.6,44.8176,15.2633
Serbia,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,63.6,44.8176,15.2633
Seychelles,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,93.4,14.7,-4.6167,25.45
Seychelles,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,14.7,-4.6167,25.45
Sierra_Leone,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,10.5,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,41.6,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,39.2,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,63.9,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,31.9,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,56,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,33.6,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,86.1,34.1,7.4657,-30.2317
Sierra_Leone,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,17,34.1,7.4657,-30.2317
Singapore,South-eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,96.9,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,92.9,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,91.4,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,86.2,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,78.5,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,69,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,72.1,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,64.4,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,76.6,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.6,74.1,0.0152,57.3661
Singapore,South-eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,74.1,0.0152,57.3661
Slovak_Republic,Eastern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,94,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,67.6,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,31,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,94.5,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.2,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,51,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,58,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,75.1,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,55,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,98.9,56.9,50.869,12.599
Slovak_Republic,Eastern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,56.9,50.869,12.599
Slovenia,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,98.2,74.4,46.8511,3.6955
Slovenia,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,80.9,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,51.3,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,82.9,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,82.6,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,80.5,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,88.2,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,70.1,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,82.5,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.8,74.4,46.8511,14.9955
Slovenia,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,74.4,46.8511,14.9955
Solomon_Islands,Melanesia,Oceania,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,20.1,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,22,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88.6,10.1,9.5229,85.085
Solomon_Islands,Melanesia,Oceania,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,10.1,9.5229,85.085
Somalia,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,6,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,86.3,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,76.8,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,25,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,18.9,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,82,29.4,14.0469,9.3182
Somalia,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,0.8,29.4,14.0469,9.3182
